1.0 10.598276192725319
2.0 9.932307730311734
3.0 9.506054907972752
4.0 9.131976592514967
5.0 8.880733078215606
6.0 8.850363527160859
7.0 8.907603633133917
8.0 9.230722959663492
9.0 9.769622229504916
10.0 11.035808200207311
11.0 14.183156528637243
12.0 21.385322860008007
13.0 32.489825148960264
14.0 42.08976693755568
15.0 43.91525243848665
16.0 37.79369261354856
17.0 27.13904056842585
18.0 18.15252774334524
19.0 13.891335800769568
20.0 12.556233938741242
21.0 11.709578200088844
22.0 10.340032175223094
23.0 9.338001677837745
24.0 8.754541117294773
25.0 8.500236004716065
26.0 8.288795788916076
27.0 8.218986452436926
28.0 8.132427324870305
29.0 8.171876575820063
30.0 8.243086606032913
31.0 8.394426226949443
32.0 8.479390865448366
33.0 8.47168402770814
34.0 8.599089791976237
35.0 8.916068694313473
36.0 9.777876701372264
37.0 11.229064245071179
38.0 13.629689146768012
39.0 17.85527047433426
40.0 23.96335804636782
41.0 30.257043533951034
42.0 33.96903746258162
43.0 33.72788891909945
44.0 29.69922318832119
45.0 23.70060787488376
46.0 17.83085024182493
47.0 13.850119689531823
48.0 11.716999549576455
